id,count
289,33
290,47
291,41
292,39
293,30
294,30
295,28
296,31
297,39
298,35
299,41
300,41
301,44
302,33
303,22
304,27
305,28
306,30
307,31
308,32
309,32
310,33
311,34
312,30
313,32
314,42
315,41
316,41
317,46
318,41
319,45
320,45
321,41
322,36
323,34
324,28
325,32
326,29
327,31
328,31
329,21
330,21
331,22
332,32
333,36
334,33
335,27
336,32
337,26
338,25
339,27
340,34
341,30
342,36
343,33
344,36
345,33
346,33
347,41
348,34
349,35
350,32
351,32
352,32
353,34
354,32
355,38
356,38
357,34
358,37
359,28
360,31
361,29
362,36
363,37
364,41
365,40
366,41
367,36
368,36
369,35
370,33
371,36
372,37
373,30
374,30
375,32
376,29
377,27
378,33
379,29
380,34
381,31
382,30
383,31
384,33
385,33
386,29
387,32
388,36
389,39
390,36
391,32
392,29
393,26
394,28
395,28
396,32
397,32
398,28
399,28
400,29
401,30
402,31
403,26
404,26
405,28
406,27
407,29
408,31
409,37
410,37
411,41
412,40
413,42
414,36
415,37
416,38
417,37
418,40
419,37
420,41
421,41
422,36
423,33
424,37
425,36
426,35
427,36
428,33
429,31
430,30
431,29
432,25
433,21
434,22
435,19
436,17
437,17
438,18
439,17
440,17
441,16
442,17
443,16
444,19
445,22
446,20
447,21
448,23
449,18
450,23
451,22
452,24
453,24
454,20
455,23
456,26
457,26
458,25
459,23
460,22
461,20
462,16
463,18
464,17
465,17
466,16
467,15
468,17
469,16
470,16
471,14
472,13
473,18
474,18
475,16
476,18
477,20
478,19
479,24
480,27
481,31
482,31
483,30
484,33
485,33
486,33
487,31
488,25
489,23
490,20
491,23
492,23
493,22
494,22
495,24
496,24
497,26
498,27
499,29
500,26
501,25
502,24
503,26
504,31
505,32
506,28
507,29
508,29
509,30
510,29
511,27
512,29
513,28
514,25
515,27
516,27
517,25
518,22
519,23
520,26
521,25
522,22
523,19
524,24
525,20
526,20
527,20
528,24
529,24
530,23
531,20
532,20
533,23
534,26
535,26
536,23
537,19
538,19
539,18
540,18
541,16
542,15
543,17
544,17
545,18
546,20
547,17
548,23
549,25
550,29
551,29
552,30
553,29
554,23
555,22
556,21
557,21
558,21
559,22
560,24
561,27
562,26
563,26
564,23
565,24
566,26
567,26
568,25
569,24
570,20
571,23
572,23
573,23
574,24
575,24
576,22
577,22
578,26
579,22
580,23
581,23
582,21
583,20
584,20
585,23
586,27
587,24
588,25
589,26
590,26
591,25
592,25
593,23
594,20
595,18
596,18
597,14
598,15
599,19
600,19
601,19
602,18
603,19
604,21
605,24
606,23
607,25
608,23
609,25
610,27
611,28
612,30
613,32
614,30
615,29
616,27
617,28
618,26
619,25
620,29
621,28
622,25
623,26
624,25
625,25
626,22
627,22
628,22
629,23
630,21
631,22
632,25
633,26
634,27
635,24
636,31
637,27
638,28
639,29
640,28
641,28
642,25
643,24
644,24
645,24
646,24
647,23
648,22
649,22
650,24
651,20
652,19
653,19
654,17
655,16
656,17
657,13
658,14
659,17
660,17
661,18
662,19
663,18
664,18
665,20
666,20
667,19
668,19
669,19
670,19
671,21
672,23
673,23
674,22
675,22
676,23
677,24
678,24
679,23
680,24
681,27
682,27
683,37
684,38
685,36
686,35
687,32
688,32
689,32
690,33
691,33
692,35
693,31
694,28
695,29
696,31
697,33
698,34
699,34
700,33
701,32
702,33
703,35
704,33
705,32
706,36
707,42
708,47
709,42
710,41
711,40
712,39
713,41
714,45
715,42
716,39
717,40
718,43
719,49
720,47
721,47
722,50
723,48
724,46
725,48
726,47
727,46
728,47
729,43
730,42
731,42
732,38
733,33
734,33
735,33
736,34
737,36
738,32
739,33
740,40
741,35
742,35
743,34
744,32
745,33
746,34
747,34
748,31
749,35
750,36
751,41
752,43
753,39
754,43
755,45
756,46
757,48
758,43
759,43
760,45
761,48
762,49
763,49
764,50
765,46
766,47
767,49
768,42
769,35
770,33
771,32
772,31
773,34
774,34
775,37
776,37
777,31
778,33
779,29
780,29
781,27
782,28
783,28
784,28
785,27
786,28
787,27
788,29
789,29
790,30
791,32
792,31
793,30
794,28
795,28
796,27
797,26
798,28
799,33
800,34
801,34
802,29
803,30
804,33
805,30
806,27
807,26
808,28
809,26
810,26
811,27
812,28
813,30
814,30
815,26
816,29
817,26
818,27
819,33
820,37
821,34
822,36
823,34
824,33
825,32
826,32
827,33
828,31
829,33
830,34
831,35
832,32
833,28
834,22
835,25
836,26
837,32
838,32
839,31
840,32
841,32
842,27
843,27
844,25
845,23
846,21
847,23
848,23
849,25
850,24
851,24
852,24
853,21
854,22
855,22
856,21
857,23
858,25
859,23
860,23
861,25
862,25
863,24
864,21
865,21
866,22
867,22
868,23
869,23
870,23
871,27
872,29
873,27
874,28
875,28
876,30
877,31
878,28
879,32
880,29
881,28
882,28
883,24
884,25
885,25
886,22
887,22
888,22
889,23
890,25
891,27
892,30
893,29
894,32
895,36
896,40
897,41
898,42
899,41
900,45
901,46
902,45
903,45
904,43
905,42
906,41
907,41
908,42
909,41
910,42
911,42
912,42
913,41
914,36
915,32
916,31
917,35
918,38
919,35
920,32
921,34
922,38
923,40
924,40
925,40
926,43
927,38
928,42
929,42
930,36
931,33
932,32
933,35
934,36
935,34
936,29
937,31
938,31
939,28
940,26
941,25
942,25
943,26
944,31
945,26
946,30
947,30
948,32
949,33
950,32
951,34
952,37
953,34
954,33
955,32
956,32
957,33
958,31
959,30
960,34
961,31
962,31
963,30
964,29
965,28
966,32
967,30
968,32
969,31
970,32
971,32
972,34
973,35
974,35
975,32
976,35
977,37
978,37
979,41
980,39
981,38
982,39
983,38
984,43
985,40
986,45
987,42
988,48
989,46
990,46
991,43
992,42
993,42
994,44
995,45
996,43
997,41
998,42
999,41
1000,39
1001,39
1002,40
1003,36
1004,37
1005,38
1006,35
1007,36
1008,38
1009,38
1010,40
1011,42
1012,42
1013,43
1014,42
1015,41
1016,44
1017,41
1018,38
1019,41
1020,38
1021,34
1022,32
1023,30
1024,30
1025,29
1026,26
1027,32
1028,33
1029,34
1030,36
1031,36
1032,35
1033,34
1034,33
1035,36
1036,36
1037,33
1038,27
1039,26
1040,27
1041,25
1042,23
1043,22
1044,22
1045,22
1046,22
1047,24
1048,24
1049,26
1050,26
1051,30
1052,29
1053,31
1054,36
1055,36
1056,38
1057,38
1058,38
1059,37
1060,37
1061,38
1062,36
1063,37
1064,41
1065,39
1066,36
1067,33
1068,31
1069,33
1070,36
1071,32
1072,30
1073,31
1074,30
1075,29
1076,29
1077,30
1078,31
1079,28
1080,26
1081,27
1082,31
1083,30
1084,32
1085,32
1086,33
1087,30
1088,28
1089,29
1090,31
1091,29
1092,30
1093,32
1094,30
1095,29
1096,32
1097,33
1098,31
1099,32
1100,32
1101,34
1102,34
1103,36
1104,36
1105,34
1106,33
1107,30
1108,32
1109,36
1110,37
1111,35
1112,36
1113,31
1114,30
1115,28
1116,27
1117,26
1118,28
1119,30
1120,32
1121,31
1122,30
1123,30
1124,31
1125,31
1126,32
1127,32
1128,35
1129,29
1130,30
1131,33
1132,38
1133,36
1134,33
1135,34
1136,36
1137,39
1138,35
1139,37
1140,44
1141,41
1142,42
1143,40
1144,37
1145,40
1146,40
1147,37
1148,31
1149,33
1150,34
1151,33
1152,32
1153,32
1154,24
1155,26
1156,26
1157,26
1158,28
1159,31
1160,30
1161,33
1162,34
1163,34
1164,33
1165,32
1166,30
1167,31
1168,32
1169,31
1170,33
1171,38
1172,35
1173,44
1174,44
1175,47
1176,48
1177,43
1178,46
1179,43
1180,42
1181,45
1182,50
1183,49
1184,46
1185,45
1186,45
1187,47
1188,47
1189,44
1190,38
1191,38
1192,37
1193,35
1194,32
1195,27
1196,29
1197,29
1198,28
1199,29
1200,28
1201,28
1202,29
1203,31
1204,34
1205,35
1206,35
1207,35
1208,37
1209,40
1210,40
1211,38
1212,41
1213,36
1214,32
1215,35
1216,34
1217,32
1218,29
1219,27
1220,26
1221,28
1222,27
1223,27
1224,28
1225,28
1226,29
1227,29
1228,30
1229,30
1230,31
1231,33
1232,32
1233,36
1234,37
1235,34
1236,34
1237,37
1238,35
1239,35
1240,30
1241,32
1242,32
1243,34
1244,32
1245,31
1246,32
1247,27
1248,25
1249,30
1250,29
1251,28
1252,29
1253,31
1254,31
1255,32
1256,30
1257,24
1258,26
1259,24
1260,21
1261,24
1262,26
1263,30
1264,33
1265,37
1266,33
1267,31
1268,30
1269,29
1270,29
1271,34
1272,37
1273,33
1274,33
1275,28
1276,29
1277,25
1278,21
1279,20
1280,22
1281,24
1282,25
1283,24
1284,26
1285,26
1286,23
1287,26
1288,26
1289,25
1290,26
1291,27
1292,28
1293,29
1294,28
1295,27
1296,25
1297,25
1298,27
1299,29
1300,29
1301,29
1302,29
1303,30
1304,29
1305,29
1306,31
1307,25
1308,25
1309,27
1310,30
1311,30
1312,25
1313,25
1314,23
1315,21
1316,26
1317,27
1318,29
1319,28
1320,29
1321,30
1322,33
1323,36
1324,36
1325,39
1326,37
1327,42
1328,44
1329,45
1330,41
1331,42
1332,43
1333,45
1334,39
1335,42
1336,40
1337,33
1338,36
1339,38
1340,37
1341,35
1342,34
1343,36
1344,40
1345,41
1346,39
1347,41
1348,40
1349,37
1350,29
1351,28
1352,27
1353,31
1354,27
1355,23
1356,23
1357,27
1358,26
1359,27
1360,26
1361,27
1362,28
1363,29
1364,30
1365,31
1366,31
1367,30
1368,28
1369,28
1370,28
1371,27
1372,29
1373,30
1374,29
1375,27
1376,29
1377,28
1378,27
1379,27
1380,32
1381,31
1382,30
1383,28
1384,23
1385,23
1386,23
1387,22
1388,29
1389,34
1390,34
1391,33
1392,38
1393,39
1394,37
1395,37
1396,36
1397,32
1398,35
1399,35
1400,35
1401,30
1402,29
1403,30
1404,27
1405,28
1406,28
1407,27
1408,25
1409,24
1410,24
1411,25
1412,24
1413,25
1414,23
1415,24
1416,29
1417,28
1418,30
1419,27
1420,29
1421,33
1422,29
1423,35
1424,37
1425,37
1426,33
1427,35
1428,34
1429,37
1430,35
1431,34
1432,35
1433,38
1434,33
1435,29
1436,31
1437,30
1438,29
1439,28
1440,30
1441,30
1442,31
1443,34
1444,30
1445,30
1446,27
1447,27
1448,30
1449,28
1450,31
1451,34
1452,37
1453,35
1454,35
1455,34
1456,35
1457,34
1458,32
1459,30
1460,32
1461,32
1462,32
1463,30
1464,35
1465,34
1466,35
1467,34
1468,31
1469,27
1470,21
1471,24
1472,23
1473,20
1474,20
1475,19
1476,18
1477,19
1478,21
1479,22
1480,22
1481,23
1482,22
1483,25
1484,24
1485,24
1486,25
1487,26
1488,28
1489,31
1490,28
1491,29
1492,29
1493,26
1494,28
1495,28
1496,25
1497,26
1498,24
1499,22
1500,22
1501,23
1502,19
1503,19
1504,17
1505,18
1506,20
1507,20
1508,20
1509,19
1510,19
1511,22
1512,22
1513,21
1514,25
1515,28
1516,30
1517,29
1518,26
1519,27
1520,27
1521,30
1522,27
1523,29
1524,26
1525,28
1526,27
1527,25
1528,23
1529,23
1530,26
1531,27
1532,25
1533,35
1534,36
1535,35
1536,33
1537,34
1538,31
1539,33
1540,34
1541,38
1542,38
1543,37
1544,39
1545,38
1546,38
1547,38
1548,36
1549,41
1550,41
1551,40
1552,37
1553,38
1554,36
1555,37
1556,35
1557,31
1558,34
1559,32
1560,35
1561,34
1562,37
1563,35
1564,30
1565,30
1566,33
1567,37
1568,39
1569,36
1570,39
1571,40
1572,40
1573,38
1574,45
1575,48
1576,42
1577,36
1578,39
1579,39
1580,37
1581,33
1582,31
1583,33
1584,34
1585,32
1586,32
1587,29
1588,29
1589,32
1590,31
1591,26
1592,28
1593,29
1594,28
1595,31
1596,30
1597,37
1598,37
1599,35
1600,34
1601,31
1602,32
1603,35
1604,32
1605,34
1606,37
1607,39
1608,40
1609,45
1610,45
1611,45
1612,47
1613,47
1614,44
1615,41
1616,38
1617,43
1618,43
1619,42
1620,39
1621,37
1622,37
1623,34
1624,34
1625,34
1626,33
1627,33
1628,31
1629,33
1630,29
1631,27
1632,27
1633,28
1634,33
1635,34
1636,37
1637,34
1638,39
1639,34
1640,39
1641,37
1642,33
1643,37
1644,42
1645,39
1646,40
1647,39
1648,38
1649,41
1650,40
1651,43
1652,42
1653,45
1654,45
1655,47
1656,45
1657,46
1658,46
1659,44
1660,38
1661,34
1662,32
1663,33
1664,32
1665,28
1666,25
1667,23
1668,22
1669,23
1670,25
1671,26
1672,29
1673,29
1674,30
1675,30
1676,29
1677,31
1678,30
1679,32
1680,34
1681,33
1682,33
1683,32
1684,30
1685,28
1686,30
1687,36
1688,35
1689,35
1690,30
1691,29
1692,29
1693,32
1694,34
1695,35
1696,31
1697,29
1698,28
1699,27
1700,31
1701,29
1702,36
1703,35
1704,37
1705,30
1706,32
1707,33
1708,37
1709,37
1710,33
1711,40
1712,43
1713,43
1714,42
1715,45
1716,44
1717,41
1718,45
1719,43
1720,40
1721,40
1722,44
1723,44
1724,44
1725,44
1726,44
1727,41
1728,45
1729,48
1730,47
1731,44
1732,38
1733,43
1734,39
1735,40
1736,38
1737,34
1738,37
1739,35
1740,33
1741,36
1742,32
1743,27
1744,29
1745,27
1746,30
1747,28
1748,31
1749,28
1750,28
1751,27
1752,28
1753,32
1754,30
1755,32
1756,30
1757,30
1758,26
1759,26
1760,23
1761,25
1762,27
1763,26
1764,25
1765,24
1766,22
1767,20
1768,20
1769,20
1770,21
1771,21
1772,26
1773,27
1774,30
1775,30
1776,34
1777,29
1778,30
1779,29
1780,31
1781,35
1782,34
1783,36
1784,37
1785,38
1786,31
1787,28
1788,27
1789,25
1790,27
1791,27
1792,32
1793,31
1794,26
1795,25
1796,28
1797,28
1798,30
1799,33
1800,31
1801,34
1802,29
1803,32
1804,31
1805,30
1806,30
1807,29
1808,33
1809,39
1810,41
1811,39
1812,37
1813,38
1814,34
1815,33
1816,32
1817,30
1818,33
1819,35
1820,37
1821,35
1822,36
1823,34
1824,33
1825,32
1826,32
1827,32
1828,35
1829,35
1830,36
1831,35
1832,31
1833,32
1834,31
1835,30
1836,32
1837,34
1838,37
1839,39
1840,40
1841,37
1842,39
1843,43
1844,37
1845,37
1846,36
1847,41
1848,44
1849,45
1850,44
1851,41
1852,43
1853,44
1854,38
1855,37
1856,33
1857,32
1858,31
1859,31
1860,30
1861,34
1862,36
1863,33
1864,32
1865,32
1866,27
1867,29
1868,30
1869,35
1870,40
1871,41
1872,44
1873,42
1874,36
1875,37
1876,35
1877,40
1878,40
1879,42
1880,45
1881,42
1882,39
1883,33
1884,35
1885,35
1886,39
1887,33
1888,33
1889,35
1890,31
1891,30
1892,26
1893,26
1894,26
1895,28
1896,27
1897,27
1898,27
1899,26
1900,30
1901,31
1902,30
1903,30
1904,33
1905,35
1906,32
1907,26
1908,30
1909,28
1910,29
1911,28
1912,27
1913,26
1914,29
1915,30
1916,30
1917,27
1918,30
1919,32
1920,33
1921,28
1922,29
1923,30
1924,29
1925,35
1926,34
1927,33
1928,31
1929,35
1930,28
1931,29
1932,26
1933,25
1934,28
1935,31
1936,29
1937,29
1938,30
1939,30
1940,30
1941,28
1942,29
1943,26
1944,25
1945,25
1946,25
1947,24
1948,24
1949,27
1950,30
1951,32
1952,29
1953,27
1954,28
1955,32
1956,33
1957,32
1958,28
1959,27
1960,26
1961,28
1962,26
1963,28
1964,29
1965,30
1966,30
1967,28
1968,29
1969,29
1970,25
1971,30
1972,29
1973,28
1974,28
1975,27
1976,27
1977,30
1978,30
1979,30
1980,30
1981,29
1982,34
1983,33
1984,35
1985,36
1986,31
1987,26
1988,26
1989,26
1990,28
1991,28
1992,28
1993,28
1994,29
1995,27
1996,27
1997,25
1998,26
1999,26
